ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Vivienda situada en la zona de Villaverde Bajo, ubicada cerca de Renfe. Vivienda de un dormitorio, salón, cocina y baño, con una superficie de 45 m² y una reforma realizada con mejoras en ventanas, suelos, cocina y cuarto de baño. Vivienda para entrar a vivir con calefacción eléctrico, realizada una mejora en los acumuladores para su perfecta utilización. Primero sin ascensor y con dos vecinos por planta, con una altura de 4 plantas. A pocos metros de Renfe y a 5 minutos del metro Villaverde Bajo cruce. Zona muy tranquila y con una perfecta comunicación.",Anuncio actualizado el 10 de abril,0,0,1,0,0,,,no indicado,planta 1ª,,0,,,84971056,Piso,,0,Madrid,Distrito Villaverde," Calle de María Orué , Urb. Piso en zona Villaverde Bajo , Barrio Los Rosales , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Rosales,Urb. Piso en zona Villaverde Bajo,"Madrid capital, Madrid",45,,2019-04-12,,99000,0,1,0,0,0,
"Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!"" , ""Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!",Anuncio actualizado el 1 de abril,0,0,2,0,0,promoción de obra nueva,,no indicado,planta 7ª exterior,,1,,,84886088,Piso,,1,Madrid,Distrito Villaverde," Calle Arroyo de la Bulera, 31 , Barrio Butarque , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Butarque,"Calle Arroyo de la Bulera, 31","Madrid capital, Madrid",93,70,2019-04-12,,228273,0,2,0,1,1,
"Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!"" , ""Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!",Anuncio actualizado el 1 de abril,0,0,2,0,0,promoción de obra nueva,,no indicado,planta 5ª exterior,,1,,,84886437,Piso,,1,Madrid,Distrito Villaverde," Calle Arroyo de la Bulera, 31 , Barrio Butarque , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Butarque,"Calle Arroyo de la Bulera, 31","Madrid capital, Madrid",103,79,2019-04-12,,250987,0,3,0,1,1,
"Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!"" , ""Butarque es un barrio del distrito de Villaverde, perteneciente al municipio de Madrid que está incorporando todo el ensanche de nuevas viviendas. El entorno privilegiado en el que se ubica –al lado de uno de los tramos del Parque Lineal- y sus buenas comunicaciones lo han favorecido y, actualmente se alza como uno de los barrios residenciales más importantes del distrito. De hecho, en los últimos años, ha experimentado uno de los mayores crecimientos demográficos gracias a la construcción de un gran número de viviendas y a la mejora de sus equipamientos.,Próximo a la ribera del río Manzanares, con importantes zonas arqueológicas y naturales sin igual en el Municipio de Madrid. Situado entre las vías del ferrocarril, la M-40, la A-4 y la M-45.,El Encinar Residencial, se encuentra situado en una zona moderna con nuevas construcciones y con muy buenas dotaciones: supermercado Mercadona, centros educativos como IES Juan Ramón Jiménez, CEIP El Greco y CEIP Musiàs March, una gasolinera Repsol, parques infantiles, Residencia para mayores Amavir Villaverde.,El Encinar Residencial- 32 Viviendas con Protección Pública de precio Limitado (VPPL), garajes y trasteros - dispondrá de una urbanización cerrada con piscina, zonas comunes interiores y local comunitario, donde podrás disfrutar con toda tu familia en un entorno tranquilo y privilegiado, con todas las comodidades a tu alcance.,¡VIVIR EN MADRID ES POSIBLE!",Anuncio actualizado el 1 de abril,0,0,2,0,0,promoción de obra nueva,,no indicado,bajo exterior,,1,,,84886133,Piso,,1,Madrid,Distrito Villaverde," Calle Arroyo de la Bulera, 31 , Barrio Butarque , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Butarque,"Calle Arroyo de la Bulera, 31","Madrid capital, Madrid",97,73,2019-04-12,,234759,0,2,0,1,1,
"Sensacional vivienda con 2 terrazas, situada junto al Paseo Alberto Palacios. Se distribuye en amplio salón comedor, cocina con tendedero, 4 dormitorios y 2 baños. Equipada con armarios empotrados, suelo de gres, interior en madera y exterior en aluminio.,No dude en visitarla y recuerde “en Esfera no hay que sumarle ninguna comisión al precio de compra”.,NO COBRAMOS NI POR COMPRAR NI POR BUSCARLE LA MEJOR FINANCIACIÓN. ,Evite comisiones abusivas; estamos en C/ la del Manojo de Rosas 85 ¡elige la mejor opción!,¡elige Esfera!",Anuncio actualizado el 10 de abril,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,84930792,Piso,,0,Madrid,Distrito Villaverde," , Barrio San Andrés , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio San Andrés,,"Madrid capital, Madrid",108,,2019-04-12,,165000,0,4,0,0,1,
"Estupenda vivienda con terraza, situada junto a la Estación de Renfe Villaverde Bajo y a la Calle Ignacio Santos Vinuelas. Se distribuye en amplio salón comedor, cocina office con tendedero, 4 dormitorios y 2 baños, uno de ellos en suite. Equipada con bomba de frío y calor, climatización en todas las estancias, armarios empotrados, suelo de parquet, interior en madera y exterior en aluminio.,No dude en visitarla y recuerde “en Esfera no hay que sumarle ninguna comisión al precio de compra”.,NO COBRAMOS NI POR COMPRAR NI POR BUSCARLE LA MEJOR FINANCIACIÓN. ,Evite comisiones abusivas; estamos en C/ la del Manojo de Rosas 85 ¡elige la mejor opción! ¡elige Esfera!",Anuncio actualizado el 3 de abril,1,0,2,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,84931075,Piso,,0,Madrid,Distrito Villaverde," , Barrio Los Rosales , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Rosales,,"Madrid capital, Madrid",100,,2019-04-12,,154900,0,4,0,0,1,
"Quinta planta para reformar con ascensor y terraza, situada a escasos 500 metros de la Estación de Metro Ciudad de los Ángeles. Se distribuye en salón comedor, cocina con tendedero, 3 dormitorios y 1 baño. Equipada con armarios empotrados, suelo de gres, interior en madera y exterior en aluminio.,No dude en visitarla y recuerde “en Esfera no hay que sumarle ninguna comisión al precio de compra”.,NO COBRAMOS NI POR COMPRAR NI POR BUSCARLE LA MEJOR FINANCIACIÓN. ,Evite comisiones abusivas; estamos en C/ la del Manojo de Rosas 85 ¡elige la mejor opción!,¡elige Esfera!",Anuncio actualizado el 3 de abril,0,0,1,1,0,segunda mano/para reformar,,en trámite,planta 5ª exterior,,0,,,84931414,Piso,,1,Madrid,Distrito Villaverde," , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,,"Madrid capital, Madrid",100,,2019-04-12,,159900,0,3,0,0,1,
"Estupenda décima planta con terraza y ascensor, situada junto a la Estación de Renfe Villaverde Bajo-Cruce. Se distribuye en amplio salón comedor, cocina office, 3 dormitorios y 1 baño. Equipada con calefacción, climatización, armarios empotrados en la entrada, suelo de gres, interior en madera y exterior en aluminio.,No dude en visitarla y recuerde “en Esfera no hay que sumarle ninguna comisión al precio de compra”.,NO COBRAMOS NI POR COMPRAR NI POR BUSCARLE LA MEJOR FINANCIACIÓN. ,Evite comisiones abusivas; estamos en C/ la del Manojo de Rosas 85 ¡elige la mejor opción! ¡elige Esfera!",Anuncio actualizado el 3 de abril,1,0,1,1,0,segunda mano/buen estado,,en trámite,planta 10ª exterior,,0,,,84931533,Piso,,1,Madrid,Distrito Villaverde," , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,,"Madrid capital, Madrid",71,,2019-04-12,,149900,0,3,0,0,1,
"Precioso piso de 3 dormitorios y 2 baños ubicado en la mejor zona de Butarque junto a calle Berrocal y con todos los servicios en la puerta, colegios, tiendas, Mercadona, bancos, etc.,Cocina amplia, como nueva y con tendedero acristalado. Salón con muy buena orientación y muy luminoso. Dormitorios de buen tamaño con armarios empotrados. Armario empotrado en la entrada de la vivienda. Dos cuartos de baño, uno con bañera y el otro con plato de ducha. Muy buenas calidades, suelo de parquet de espiga de roble, ventanas climalit, puerta de entrada blindada, aire acondicionado calor. ,La vivienda cuenta con plaza de garaje y trastero.,El piso se encuentra dentro de una bonita urbanización privada con piscina.",Anuncio actualizado el 3 de abril,1,0,2,1,0,segunda mano/buen estado,2003,en trámite,planta 6ª exterior,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,84920969,Piso,,1,Madrid,Distrito Villaverde," Calle Limonita, Madrid , Barrio Butarque , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Butarque,"Calle Limonita, Madrid","Madrid capital, Madrid",95,,2019-04-12,,210000,0,3,1,1,0,
"BlackHome Servicios Inmobiliarios ofrece en exclusiva, primera planta, de 55 m² y distribuido en: hall de entrada con acceso a salón-comedor, 1 dormitorio principal y otro dormitorio individual, cocina independiente, 1 baño completo con bañera. Cuenta con calidades como, suelos de tarima, puertas de madera maciza cambiadas hace un año, ventanas de climalit también cambiadas, circuito electrico actualizado y vivienda luminosa. Ubicado en una estupenda zona de Villaverde (MADRID) próximo al cercanías Puente de Alcocer, a centros comerciales, colegios, polideportivo municipal, centro de salud, guarderías, autobuses interurbanos y con muy buena salida a A-40, M-30, M-50, A-4, A-42, A-3. A 10 minutos en coche al centro de Madrid. ¡IDEAL PARA INVERTIR! ¡NO PIERDAS LA OPORTUNIDAD DE PODER VISITAR LA VIVIENDA Y PODER ASESORARTE GRATUITAMENTE! [IW].",Anuncio actualizado el 10 de abril,0,0,1,0,0,segunda mano/para reformar,1965,,planta 1ª exterior,,0,,no dispone de calefacción,84963102,Piso,,0,Madrid,Distrito Villaverde," Paseo Talleres , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,Paseo Talleres,"Madrid capital, Madrid",55,48,2019-04-12,sur,116000,0,2,0,0,0,
"Redpiso Villaverde Bajo - San Cristobal vende vivienda en 3ª planta sin ascensor, de 95 m2 distribuidos en 3 dormitorios, salón con acceso a 2 terrazas cerradas en aluminio, cocina con tendedero y 1 baño completo, suelos de parquet, calefacción de gas natural individual y A/A con bomba de calor en toda la vivienda. El inmueble consta de un trastero de 7 m2.,El distrito de Villaverde limita al oeste con el término municipal de Leganés, al sur con el de Getafe, al este con el distrito de Villa de Vallecas a través del límite del río Manzanares, y al norte con el distrito de Usera, separándose de este a través de la autovía de circunvalación de Madrid M-40. La avenida de Andalucía es la comunicación más directa con el centro de Madrid y con las autopistas de circunvalación M-30, M-40 y M-45. La carretera de Villaverde a Vallecas tiene también una salida a la M-40.",Anuncio actualizado el 17 de enero,1,0,1,0,0,segunda mano/buen estado,,,planta 3ª exterior,,0,,,82743078,Piso,,0,Madrid,Distrito Villaverde," Calle Platino , Barrio Los Rosales , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Rosales,Calle Platino,"Madrid capital, Madrid",95,76,2019-04-12,,127500,0,3,0,0,0,
"Redpiso Villaverde Bajo - San Cristobal vende vivienda reformada en 2º planta sin ascensor de 73 m2 distribuidos en 2 dormitorios, salón, cocina y baño, suelos de gres, ventanas de aluminio con acristalamiento climalit, calefacción individual de gas natural y trastero. El barrio tiene muy buena comunicación, dos líneas de autobuses de la EMT (59 y 79) y Metro (Línea 3) parada San Cristóbal de los Ángeles que permite llegar a Sol (centro de la ciudad) en 20 minutos. Tren de Cercanías de RENFE (San Cristóbal de los Ángeles) que tarda a Atocha 11 minutos y a Sol 14 minutos. Carretera salida a la avenida de Andalucía con salidas próximas a la M30, M40, M45, M50.,En el barrio se encuentran situados el Centro de Salud San Cristóbal y el Hospital de día Villaverde. El hospital 12 de Octubre a diez minutos.",Anuncio actualizado el 25 de marzo,1,0,1,0,0,segunda mano/buen estado,,,planta 2ª exterior,,0,,,84479890,Piso,,0,Madrid,Distrito Villaverde," Calle de Godella , Barrio San Cristóbal , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio San Cristóbal,Calle de Godella,"Madrid capital, Madrid",65,50,2019-04-12,,92500,0,2,1,0,1,
"Edificio entregado.,Un nuevo barrio con mucho futuro.,Bienvenido a Residencial Parque Ingenieros, un nuevo espacio moderno y actual, pensado especialmente para ti. Pisos y áticos, en distintas fases de construcción, en una urbanización privada y con todo lujo de detalles, para que disfrutes de verdad de tu nueva casa: piscina, gimnasio, área infantil y zonas verdes.,Residencial Parque Ingenieros está ubicado en el Sur de Madrid capital, en el barrio de Los Ángeles, en el distrito de Villaverde. Está muy bien comunicado con la M-40, para viajar en coche y también cercano al transporte público, Ciudad de los Ángeles (línea 3 de metro) y cercanías, a 10 min caminando.,Seguridad, modernidad y numerosos servicios que te permitirán llevar una vida cómoda y tranquila. Mantiene el sabor de siempre de un barrio de Madrid, conviviendo con un nuevo concepto más vanguardista de sus viviendas VPPL, de hasta 3 dormitorios, con trastero y plaza de garaje.,¡Visita nuestro piso piloto y prueba la experiencia de vivir en tu nueva casa!,*Imágenes no contractuales y meramente ilustrativas sujetas a modificaciones por necesidades técnicas, jurídicas o comerciales de la dirección facultativa o exigencias municipales."" , ""Edificio entregado.,Un nuevo barrio con mucho futuro.,Bienvenido a Residencial Parque Ingenieros, un nuevo espacio moderno y actual, pensado especialmente para ti. Pisos y áticos, en distintas fases de construcción, en una urbanización privada y con todo lujo de detalles, para que disfrutes de verdad de tu nueva casa: piscina, gimnasio, área infantil y zonas verdes.,Residencial Parque Ingenieros está ubicado en el Sur de Madrid capital, en el barrio de Los Ángeles, en el distrito de Villaverde. Está muy bien comunicado con la M-40, para viajar en coche y también cercano al transporte público, Ciudad de los Ángeles (línea 3 de metro) y cercanías, a 10 min caminando.,Seguridad, modernidad y numerosos servicios que te permitirán llevar una vida cómoda y tranquila. Mantiene el sabor de siempre de un barrio de Madrid, conviviendo con un nuevo concepto más vanguardista de sus viviendas VPPL, de hasta 3 dormitorios, con trastero y plaza de garaje.,¡Visita nuestro piso piloto y prueba la experiencia de vivir en tu nueva casa!,*Imágenes no contractuales y meramente ilustrativas sujetas a modificaciones por necesidades técnicas, jurídicas o comerciales de la dirección facultativa o exigencias municipales.",Anuncio actualizado el 22 de marzo,0,0,2,0,0,promoción de obra nueva,,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,1,,,84702984,Piso,,1,Madrid,Distrito Villaverde," Calle El santo de la Isidra s/n , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,Calle El santo de la Isidra s/n,"Madrid capital, Madrid",72,,2019-04-12,,236944,0,2,1,1,1,
"Precioso piso de 2 dormitorios y 2 baños ubicado en una excelente urbanización privada junto a la estación de Renfe de Puente Alcocer.,Gran cocina con muebles prácticamente nuevos y con espacio para poner mesa o rinconera. Salón amplio y muy luminoso al estar orientado al sur. 2 baños, uno con bañera y el otro con plato de ducha. Amplios dormitorios con armarios empotrados. Excelentes calidades, puerta de entrada acorazada, suelo de tarima nuevo, puertas de paso lacadas y nuevas, paredes en liso, ventanas climalit, radiadores nuevos etc.,La vivienda cuenta con plaza de garaje y trastero.,Gran urbanización privada con piscina de adultos e infantil, jardines, pista de padel, gimnasio, zonas infantiles, conserjería.",Anuncio actualizado el 27 de marzo,0,0,2,1,0,segunda mano/buen estado,2005,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,84800706,Piso,,1,Madrid,Distrito Villaverde," Calle Lagunas de Neila, Madrid, 28 , Barrio San Andrés , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio San Andrés,"Calle Lagunas de Neila, Madrid, 28","Madrid capital, Madrid",90,,2019-04-12,sur,234000,0,2,1,1,0,
"Redpiso Ciudad de los Ángeles vende vivienda totalmente reformada de 65m2, 3 habitaciones, salón, cocina y baño. Suelos de tarima, tendedero. 5ª planta sin ascensor exterior. La Ciudad de los Ángeles cuenta con la cabecera 2 líneas de autobuses, La línea 18 (Plaza Mayor - Villaverde Cruce) y la línea 116 (Glorieta de Embajadores - Villaverde Cruce). También pasa por el interior del barrio el autobús 86 (Atocha - Villaverde Alto). Otras muchas líneas de autobuses, tanto urbanos de la E. M. T. como interurbanos, recorren la Avenida de Andalucía que linda con el barrio.,La línea 3 de metro, cuenta con dos estaciones bajo la Avenida de Andalucía que dan servicio a la Ciudad de los Ángeles, también cuenta con una parada de taxis, situada en la Avenida de la Verbena de la Paloma, cerca de su confluencia con la Calle de Pan y Toros.,Su hospital de referencia es el Hospital Universitario 12 de Octubre, situado a 1,5 km de la zona norte del barrio.,El barrio de la Ciudad de Los Ángeles cuenta con una gran cantidad de pequeños comercios, situados tanto en las plantas bajas de los edificios de viviendas como en diversas galerías comerciales repartidas por el barrio.,La zona está llena de parques y zonas verdes, como el Parque Katiuska, Parque La Esperanza o el Parque Ciudad de Los Ángeles.,No dude en llamarnos para cualquier consulta o para visitar nuestros pisos. Disponemos de servicio de asesoramiento financiero gratuito donde podrá asesorarse y conseguir hasta el 100% de su hipoteca.",Anuncio actualizado el 6 de marzo,0,0,1,0,0,,,,planta 5ª,,0,,,84392668,Piso,,0,Madrid,Distrito Villaverde," , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,,"Madrid capital, Madrid",65,,2019-04-12,,108000,0,3,0,0,0,
"INMOBILIARIA NOVOGAR VENDE PISO EN MADRID ( ZONA VILLAVERDE ), 85 M2 aprox, puerta principal acorazada, hall recibidor cuadrado, cocina completamente equipada y reformada, salón comedor muy amplio con salida a gran terraza parte cerrada y parte abierta pudiendo dar parte de la terraza al salón, 3 dormitorios el principal bastante amplio y otro de ellos con armario empotrado, 1 baño completo con bañera, suelos en plaqueta, pintura en gota, ventanas en aluminio gris, calefacción individual por gas natural y radiadores cambiados en aluminio.,Vivienda con muchísima luz ya que tiene la mejor orientación.,UBICADO EN LA MEJOR ZONA DE VILLAVERDE JUNTO AL METRO Y A VARIAS LINEAS DE AUTOBUS, RENFE DE VILLAVERDE A 10 MINUTOS ANDANDO, ZONAS VERDES, Y CENTROS COMERCIALES, 100 METROS DEL MEDIA MARKT.,VIVIENDA PARA ENTRAR A VIVIR.,Si está interesado en esta vivienda no dude en ponerse en contacto con nosotros, le atenderemos con mucho gusto, le explicaremos detalladamente toda la información que necesite y si lo desea podrá visitarlo sin compromiso”,Inmobiliaria Novogar. Tel. 916646090-916135522.,¡CONSEGUIMOS EL MÁXIMO DE FINANCIACIÓN CON LAS MEJORES CONDICIONES, LLÁMENOS E INFÓRMESE!,¡ SI QUIERE VENDER SU CASA LLÁMENOS! , SERIEDAD y PROFESIONALIDAD.,“En NOVOGAR trabajamos para ofrecer a nuestros clientes los mejores inmuebles, somos un equipo especialista en el sector Inmobiliario. ,Con una experiencia de más de 24 años. Nos ocupamos de la venta de cualquier inmueble: pisos, chalets, solares, terrenos para construir, especialistas en obra nueva.,Ofrecemos a nuestros clientes el asesoramiento necesario desde el inicio, para garantizar su seguridad jurídica en la compra venta del inmueble que adquiera. . .",Anuncio actualizado el 1 de abril,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,calefacción individual: gas natural,84849255,Piso,,0,Madrid,Distrito Villaverde," Calle María Martínez Oviol, Madrid , Barrio Los Rosales , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Rosales,"Calle María Martínez Oviol, Madrid","Madrid capital, Madrid",85,,2019-04-12,"sur, oeste",135000,0,3,0,0,1,
"Redpiso Ciudad de los Ángeles vende estupenda vivienda en la calle Canción del Olvido de 95m2, distribuidos en 4 dormitorios, salón, cocina, baño y aseo. Suelos de gres, Calefacción de Gas Natural, ventanas de climalit. Primera planta sin ascensor. La Ciudad de los Ángeles cuenta con la cabecera 2 líneas de autobuses, La línea 18 (Plaza Mayor - Villaverde Cruce) y la línea 116 (Glorieta de Embajadores - Villaverde Cruce). También pasa por el interior del barrio el autobús 86 (Atocha - Villaverde Alto). Otras muchas líneas de autobuses, tanto urbanos de la E. M. T. como interurbanos, recorren la Avenida de Andalucía que linda con el barrio.,La línea 3 de metro, cuenta con dos estaciones bajo la Avenida de Andalucía que dan servicio a la Ciudad de los Ángeles, también cuenta con una parada de taxis, situada en la Avenida de la Verbena de la Paloma, cerca de su confluencia con la Calle de Pan y Toros.,Su hospital de referencia es el Hospital Universitario 12 de Octubre, situado a 1,5 km de la zona norte del barrio.,El barrio de la Ciudad de Los Ángeles cuenta con una gran cantidad de pequeños comercios, situados tanto en las plantas bajas de los edificios de viviendas como en diversas galerías comerciales repartidas por el barrio.,La zona está llena de parques y zonas verdes, como el Parque Katiuska, Parque La Esperanza o el Parque Ciudad de Los Ángeles.,No dude en llamarnos para cualquier consulta o para visitar nuestros pisos. Disponemos de servicio de asesoramiento financiero gratuito donde podrá asesorarse y conseguir hasta el 100% de su hipoteca.",Anuncio actualizado el 29 de marzo,0,0,2,0,0,,,,planta 1ª,,0,,,84858234,Piso,,0,Madrid,Distrito Villaverde," Calle la Canción del Olvido , Barrio Los Ángeles , Distrito Villaverde , Madrid , Madrid capital, Madrid ",Barrio Los Ángeles,Calle la Canción del Olvido,"Madrid capital, Madrid",95,85,2019-04-12,,160000,0,4,0,0,0,
